A股代码,公司简称,公司全称,所属行业,A股上市日期,B股代码,省份,城市,公司网址,注册地址
000586,汇源通信,四川汇源光通信股份有限公司,C 制造业,1995-12-20,,四川,成都市,www.schy.com.cn,四川省成都市高新西区西芯大道5号
000587,金洲慈航,金洲慈航集团股份有限公司,C 制造业,1996-04-25,,黑龙江,伊春市,www.goldzb.com,黑龙江省伊春市伊春区青山西路118号
000589,黔轮胎Ａ,贵州轮胎股份有限公司,C 制造业,1996-03-08,,贵州,贵阳市,www.gztire.com,贵州省贵阳市百花大道41号
000590,启迪古汉,启迪古汉集团股份有限公司,C 制造业,1996-01-19,,湖南,衡阳市,www.guhan.com,湖南省衡阳市高新区杨柳路33号
000591,太阳能,中节能太阳能股份有限公司,D 水电煤气,1996-02-08,,重庆,重庆市,www.cecsec.cn,重庆市渝中区解放西路1号望江公寓5楼
000592,平潭发展,中福海峡（平潭）发展股份有限公司,A 农林牧渔,1996-03-27,,福建,福州市,www.000592.com,福建省福州市平潭综合实验区金井湾片区商务营运中心
000593,大通燃气,四川大通燃气开发股份有限公司,F 批发零售,1996-03-12,,四川,成都市,www.dtrq.com,四川省成都市建设路55号
000595,*ST宝实,宝塔实业股份有限公司,C 制造业,1996-04-19,,宁夏,银川市,www.nxz.com.cn,宁夏回族自治区银川市西夏区北京西路630号
000596,古井贡酒,安徽古井贡酒股份有限公司,C 制造业,1996-09-27,200596,安徽,亳州市,www.gujing.com,安徽省亳州市古井镇
000597,东北制药,东北制药集团股份有限公司,C 制造业,1996-05-23,,辽宁,沈阳市,www.nepharm.com.cn,辽宁省沈阳经济技术开发区昆明湖街8号
000598,兴蓉环境,成都市兴蓉环境股份有限公司,D 水电煤气,1996-05-29,,四川,成都市,www.cdxrec.com,四川省成都市青羊区苏坡乡万家湾村
000599,青岛双星,青岛双星股份有限公司,C 制造业,1996-04-30,,山东,青岛市,www.doublestar.com.cn,山东省青岛市黄岛区月亮湾路1号
000600,建投能源,河北建投能源投资股份有限公司,D 水电煤气,1996-06-06,,河北,石家庄市,www.jei.com.cn,河北省石家庄市裕华西路9号裕园广场A座
000601,韶能股份,广东韶能集团股份有限公司,D 水电煤气,1996-08-30,,广东,韶关市,www.shaoneng.com.cn;www.sn0601.com,广东省韶关市武江区沿江路16号
000603,盛达矿业,盛达矿业股份有限公司,B 采矿业,1996-08-23,,北京,北京市,www.sdjt.com,北京市大兴区瀛海镇京福路瀛海段1号
000605,渤海股份,渤海水业股份有限公司,D 水电煤气,1996-09-13,,北京,北京市,www.bohai-water.com,北京市顺义区中关村科技园顺义园临空二路1号
000606,神州易桥,神州易桥信息服务股份有限公司,C 制造业,1996-10-04,,青海,西宁市,www.eqiao.com.cn,青海省西宁市东兴路19号
000607,华媒控股,浙江华媒控股股份有限公司,R 文化传播,1996-08-30,,浙江,杭州市,www.000607.cn,浙江省杭州市下城区体育场路218号
000608,阳光股份,阳光新业地产股份有限公司,K 房地产,1996-09-19,,广西,南宁市,www.yangguangxinye.com,广西壮族自治区南宁市江南路230号南宁经济技术开发区
000609,绵石投资,北京绵石投资集团股份有限公司,S 综合,1996-10-10,,北京,北京市,www.mainstreets.cn,北京市丰台区科学城海鹰路1号院6号楼5层
000610,西安旅游,西安旅游股份有限公司,N 公共环保,1996-09-26,,陕西,西安市,www.xatourism.com,陕西省西安市南二环西段27号西安旅游大厦七层
000611,天首发展,内蒙古天首科技发展股份有限公司,C 制造业,1996-10-08,,内蒙古,包头市,,内蒙古自治区包头市青山区钢铁大街7号正翔国际广场B6号楼
000612,焦作万方,焦作万方铝业股份有限公司,C 制造业,1996-09-26,,河南,焦作市,www.jzwfly.cn,河南省焦作市马村区待王镇焦新路南侧
000613,*ST东海A,海南大东海旅游中心股份有限公司,H 住宿餐饮,1997-01-28,200613,海南,三亚市,,海南省三亚市大东海
000615,京汉股份,京汉实业投资股份有限公司,K 房地产,1996-10-16,,湖北,襄阳市,www.0615.cn,湖北省襄阳市樊城区陈家湖
000616,海航投资,海航投资集团股份有限公司,K 房地产,1996-11-08,,辽宁,大连市,www.hnainvestment.com,辽宁省大连市中山区长江路123号长江写字楼2129
000617,中油资本,中国石油集团资本股份有限公司,C 制造业,1996-10-22,,新疆,克拉玛依市,www.jichai.com,新疆维吾尔自治区克拉玛依市世纪大道7号
000619,海螺型材,芜湖海螺型材科技股份有限公司,C 制造业,1996-10-23,,安徽,芜湖市,profile.conch.cn,安徽省芜湖市经济开发区港湾路
000620,新华联,新华联文化旅游发展股份有限公司,K 房地产,1996-10-29,,北京,北京市,,北京市通州区潞城镇人民政府北楼209室
000622,恒立实业,恒立实业发展集团股份有限公司,C 制造业,1996-11-07,,湖南,岳阳市,www.yyhengli.com,湖南省岳阳市岳阳楼区青年中路9号
000623,吉林敖东,吉林敖东药业集团股份有限公司,C 制造业,1996-10-28,,吉林,延边朝鲜族自治州,www.jlaod.com,吉林省敦化市敖东大街2158号
000625,长安汽车,重庆长安汽车股份有限公司,C 制造业,1997-06-10,200625,重庆,重庆市,www.changan.com.cn,重庆市江北区建新东路260号
000626,远大控股,远大产业控股股份有限公司,F 批发零售,1996-11-28,,江苏,连云港市,www.grand-holding.cn,江苏省连云港市经济技术开发区高新八路4号
000627,天茂集团,天茂实业集团股份有限公司,J 金融业,1996-11-12,,湖北,荆门市,www.biocause.com,湖北省荆门市杨湾路132号
000628,高新发展,成都高新发展股份有限公司,E 建筑业,1996-11-18,,四川,成都市,www.cdgxfz.com,四川省成都市高新技术产业开发区
000629,*ST钒钛,攀钢集团钒钛资源股份有限公司,B 采矿业,1996-11-15,,四川,攀枝花市,www.pzhsteel.com.cn/pgvt/,四川省攀枝花市弄弄坪
000630,铜陵有色,铜陵有色金属集团股份有限公司,C 制造业,1996-11-20,,安徽,铜陵市,www.tlys.cn,安徽省铜陵市长江西路
000631,顺发恒业,顺发恒业股份公司,K 房地产,1996-11-22,,吉林,长春市,www.sfhy.cn,吉林省长春市前进大街3055号南湖新村办公楼201室
000632,三木集团,福建三木集团股份有限公司,F 批发零售,1996-11-21,,福建,福州市,www.san-mu.com,福建省福州市开发区君竹路162号
000633,合金投资,沈阳合金投资股份有限公司,C 制造业,1996-11-12,,辽宁,沈阳市,www.hjinv.com,辽宁省沈阳市浑南新区世纪路55号
000635,英 力 特,宁夏英力特化工股份有限公司,C 制造业,1996-11-20,,宁夏,石嘴山市,www.yinglitechem.com,宁夏回族自治区石嘴山市惠农区钢电路
000636,风华高科,广东风华高新科技股份有限公司,C 制造业,1996-11-29,,广东,肇庆市,www.fenghua-advanced.com,广东省肇庆市风华路18号风华电子工业城
000637,茂化实华,茂名石化实华股份有限公司,C 制造业,1996-11-14,,广东,茂名市,www.mhsh0637.com.cn,广东省茂名市官渡路162号
000638,万方发展,万方城镇投资发展股份有限公司,F 批发零售,1996-11-26,,辽宁,沈阳市,www.vanfund.cn,辽宁省沈阳市和平区中华路126号
000639,西王食品,西王食品股份有限公司,C 制造业,1996-11-26,,山东,滨州市,www.xwsp.cc,山东省滨州市邹平县西王工业园
000650,仁和药业,仁和药业股份有限公司,C 制造业,1996-12-10,,江西,南昌市,www.renheyaoye.com,江西省南昌市高新开发区京东北大道399号
000651,格力电器,珠海格力电器股份有限公司,C 制造业,1996-11-18,,广东,珠海市,www.gree.com.cn,广东省珠海市前山金鸡西路
000652,泰达股份,天津泰达股份有限公司,F 批发零售,1996-11-28,,天津,天津市,www.tedastock.com,天津市开发区第三大街16号
000655,金岭矿业,山东金岭矿业股份有限公司,B 采矿业,1996-11-28,,山东,淄博市,www.sdjlky.com,山东省淄博市张店区中埠镇
000656,金科股份,金科地产集团股份有限公司,K 房地产,1996-11-28,,重庆,重庆市,,重庆市江北区复盛镇正街（政府大楼）
000657,中钨高新,中钨高新材料股份有限公司,C 制造业,1996-12-05,,海南,海口市,,海南省海口市龙昆北路2号珠江广场帝都大厦18楼
000659,*ST中富,珠海中富实业股份有限公司,C 制造业,1996-12-03,,广东,珠海市,www.zhongfu.com.cn,广东省珠海市保税区1号地三号厂房201号
000661,长春高新,长春高新技术产业（集团）股份有限公司,C 制造业,1996-12-18,,吉林,长春市,www.cchn.com.cn,吉林省长春市同志街2400号火炬大厦五层
000662,天夏智慧,天夏智慧城市科技股份有限公司,C 制造业,1996-12-16,,广西,梧州市,www.txgis.com,广西壮族自治区梧州市新兴二路137号
000663,永安林业,福建省永安林业(集团)股份有限公司,C 制造业,1996-12-06,,福建,三明市,www.yonglin.com,福建省永安市燕江东路819号
000665,湖北广电,湖北省广播电视信息网络股份有限公司,R 文化传播,1996-12-10,,湖北,武汉市,www.hrtn.net,湖北省武汉经济技术开发区工业区
000666,经纬纺机,经纬纺织机械股份有限公司,C 制造业,1996-12-10,,北京,北京市,www.jwgf.com,北京市北京经济技术开发区永昌中路8号
000667,美好置业,美好置业集团股份有限公司,K 房地产,1996-12-05,,云南,昆明市,www.000667.com,云南省昆明市国防路129号恒安写字楼5楼
000668,荣丰控股,荣丰控股集团股份有限公司,K 房地产,1996-12-10,,上海,上海市,www.rfholding.cn,上海市浦东新区浦东大道1200号1908室
000669,金鸿能源,中油金鸿能源投资股份有限公司,D 水电煤气,1996-12-10,,吉林,吉林市,www.000669.com,吉林省吉林市高新区恒山西路108号
000670,盈方微,盈方微电子股份有限公司,C 制造业,1996-12-17,,湖北,荆州市,www.infotm.com,湖北省荆州市沙市区北京西路440号
000671,阳 光 城,阳光城集团股份有限公司,K 房地产,1996-12-18,,福建,福州市,www.yango.com.cn,福建省福州经济技术开发区星发路8号
000672,上峰水泥,甘肃上峰水泥股份有限公司,C 制造业,1996-12-18,,甘肃,白银市,www.sfsn.cn,甘肃省白银市白银区五一街8号
000673,当代东方,当代东方投资股份有限公司,R 文化传播,1997-01-24,,山西,大同市,www.sz000673.com,山西省大同市口泉
000676,智度股份,智度科技股份有限公司,C 制造业,1996-12-24,,河南,郑州市,www.genimous.com,河南省郑州市高新技术产业开发区玉兰街101号
000677,恒天海龙,恒天海龙股份有限公司,C 制造业,1996-12-26,,山东,潍坊市,www.helon.cn,山东省潍坊市寒亭区海龙路555号
000678,襄阳轴承,襄阳汽车轴承股份有限公司,C 制造业,1997-01-06,,湖北,襄阳市,www.zxy.com.cn,湖北省襄阳市襄城区轴承路1号
000679,大连友谊,大连友谊(集团)股份有限公司,F 批发零售,1997-01-24,,辽宁,大连市,www.dlyy.com.cn,辽宁省大连市中山区七一街1号
000680,山推股份,山推工程机械股份有限公司,C 制造业,1997-01-22,,山东,济宁市,www.shantui.com,山东省济宁市高新区327国道58号
000681,视觉中国,视觉（中国）文化发展股份有限公司,R 文化传播,1997-01-21,,江苏,常州市,www.chinafareast.com,江苏省常州市武进区武进经济开发区绿杨路2号
000682,东方电子,东方电子股份有限公司,C 制造业,1997-01-21,,山东,烟台市,www.dongfangelec.com,山东省烟台市芝罘区机场路2号
000683,远兴能源,内蒙古远兴能源股份有限公司,C 制造业,1997-01-31,,内蒙古,鄂尔多斯市,www.yuanxing.com,内蒙古自治区鄂尔多斯市东胜区伊煤南路14号创业大厦B座16层
000685,中山公用,中山公用事业集团股份有限公司,D 水电煤气,1997-01-23,,广东,中山市,www.zpug.net,广东省中山市兴中道十八号财兴大厦北座
000686,东北证券,东北证券股份有限公司,J 金融业,1997-02-27,,吉林,长春市,www.nesc.cn,吉林省长春市生态大街6666号
000687,华讯方舟,华讯方舟股份有限公司,C 制造业,1997-02-21,,河北,保定市,www.huaxunchina.com.cn,河北省保定市新市区盛兴西路1369号
000688,建新矿业,建新矿业股份有限责任公司,B 采矿业,1997-01-20,,重庆,重庆市,www.jianxin0688.com,重庆市涪陵区江东群沱子路31号
000690,宝新能源,广东宝丽华新能源股份有限公司,D 水电煤气,1997-01-28,,广东,梅州市,www.baolihua.com.cn,广东省梅州市梅县华侨城香港花园宝丽华综合大楼
000691,ST亚太,海南亚太实业发展股份有限公司,K 房地产,1997-02-28,,甘肃,兰州市,www.ytsy000691.com,甘肃省兰州市兰州新区亚太工业科技总部基地A1号办公楼
000692,惠天热电,沈阳惠天热电股份有限公司,D 水电煤气,1997-02-27,,辽宁,沈阳市,www.htrd.cn,辽宁省沈阳市沈河区热闹路47号
000693,*ST华泽,成都华泽钴镍材料股份有限公司,B 采矿业,1997-02-26,,四川,成都市,www.ufg.com.cn,四川省成都市海峡两岸科技开发园科技创新中心
000695,滨海能源,天津滨海能源发展股份有限公司,D 水电煤气,1997-02-18,,天津,天津市,www.binhaienergy.com,天津市开发区第十一大街27号
000697,炼石有色,陕西炼石有色资源股份有限公司,B 采矿业,1997-03-25,,陕西,咸阳市,www.lsmin.com,陕西省西咸新区沣西新城世纪大道55号
000698,沈阳化工,沈阳化工股份有限公司,C 制造业,1997-02-20,,辽宁,沈阳市,www.sychem.com,辽宁省沈阳市经济技术开发区沈大路888号
000700,模塑科技,江南模塑科技股份有限公司,C 制造业,1997-02-28,,江苏,无锡市,www.jnmpt.com,江苏省江阴市周庄镇长青路8号
000701,厦门信达,厦门信达股份有限公司,F 批发零售,1997-02-26,,福建,厦门市,www.xindeco.com,福建省厦门市湖里区兴隆路27号第7层
000702,正虹科技,湖南正虹科技发展股份有限公司,C 制造业,1997-03-18,,湖南,岳阳市,www.chinazhjt.com.cn,湖南省岳阳市屈原管理区营田镇
000703,恒逸石化,恒逸石化股份有限公司,C 制造业,1997-03-28,,广西,北海市,www.hengyishihua.com,广西壮族自治区北海市北海大道西16号海富大厦第七层G号
000705,浙江震元,浙江震元股份有限公司,F 批发零售,1997-04-10,,浙江,绍兴市,www.zjzy.com,浙江省绍兴市解放北路289号
000706,瓦轴B,瓦房店轴承股份有限公司,C 制造业,,200706,辽宁,大连市,www.zwz-bearing.com.cn,辽宁省瓦房店市北共济街一段1号
000707,双环科技,湖北双环科技股份有限公司,C 制造业,1997-04-15,,湖北,孝感市,www.hbshkj.cn,湖北省应城市东马坊团结大道26号
